month,retail_format,nominal_sales_million_ars,constant_sales_million_ars,real_sales_index_original,real_sales_index_sa,real_sales_index_trend,nominal_sales_yoy_pct,real_sales_yoy_pct,real_sales_sa_mom_pct,is_partial_year
2024-12-01,supermarkets,2228212.72612796,27986.8636297545,101.77895663563804,82.1028866853301,83.5092420405766,94.25462508854139,-3.254552772957653,-1.2596437248920012,False
2025-01-01,supermarkets,1870036.186891431,23032.474621009715,83.76148419756835,83.815552817249,84.0945217495773,69.73510210510192,4.18041907640152,2.0859998972787785,False
2025-02-01,supermarkets,1792366.127568839,21578.82766840556,78.47505153008892,84.263985931411,84.5510987656852,50.238733340297784,1.3040977332186454,0.5350237504723854,False
2025-03-01,supermarkets,2045404.0506446308,23866.846907148592,86.79581994352245,85.3217787089664,84.7719340566687,43.74563691134175,2.9986784041529324,1.2553319972501864,False
2025-04-01,supermarkets,1975378.3840826296,22420.826988976278,81.53712427497817,84.7728597424589,84.6915958112465,47.95532264264115,8.899932079157956,-0.6433515273748247,False
2025-05-01,supermarkets,1987424.31025721,22290.8495941882,81.06443952534855,84.4150967996982,84.3290798445562,40.66479009305404,6.052980488471715,-0.42202533198429926,False
2025-06-01,supermarkets,2009502.2919928504,22333.23126368058,81.21856762481966,84.2248111826055,83.7834045123607,31.089891968611294,0.7554482396138651,-0.22541657156919248,False
2025-07-01,supermarkets,2059033.274186821,22538.33856601795,81.96447497286754,82.6216933685711,83.190845998562,29.631237241154086,0.9978267674925156,-1.9033795285794408,False
2025-08-01,supermarkets,2106920.638145701,22701.49152426365,82.55780826244025,82.1418390157203,82.6629745296222,26.27873320674987,0.33384716667641534,-0.5807849407179377,False
2025-09-01,supermarkets,1962362.99495929,20762.02280873389,75.50460269766181,82.3213135716658,82.2739259590901,23.798581595845402,-0.8240831007342186,0.21849347189701884,False
2025-10-01,supermarkets,2170966.8376578703,22611.072096922508,82.22898274286365,83.7579610339482,82.0391882441893,27.826497559416485,2.730557452574045,1.7451707218346435,False
2025-11-01,supermarkets,2211322.30967165,22630.11697255106,82.29824264981046,80.8109628618342,81.9365502679848,21.22003702859223,-2.8028426268579376,-3.5184693320310823,False
2025-12-01,supermarkets,2796110.3616881184,28133.90562079309,102.31369967178247,82.6752075949513,81.9270757166022,25.486688452184424,0.5253964609391426,2.3069205799520986,False
2026-01-01,supermarkets,2339233.32491327,22759.48130906786,82.76869790948963,81.4385268284293,81.9791850914332,25.09027051512769,-1.1852539357314118,-1.4958302524994416,True
2026-02-01,supermarkets,2213838.94861108,20913.077756425057,76.05393952847098,81.7501952240975,82.0918088224122,23.51488429509243,-3.085199632764357,0.38270387224070834,True
2026-03-01,supermarkets,2463630.474624511,22652.74141797431,82.38052026691331,81.7639405703212,82.2594011554314,20.447129937386777,-5.086995755650614,0.016813839020235477,True
2026-04-01,supermarkets,2399592.0884371707,21591.03834559441,78.51945772009783,82.456822940243,82.47290407458,21.47506056423447,-3.700972510023126,0.8474180244846252,True
